0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.63677e-007	1.63677e-007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	-4.08821e-008	-3.43185e-007	3.43185e-007	4.08821e-008	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	-1.02112e-008	-1.4706e-007	-5.22068e-007	5.22068e-007	1.4706e-007	1.02112e-008	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	-2.55048e-009	-5.2053e-008	-3.12724e-007	-7.05637e-007	7.05637e-007	3.12724e-007	5.2053e-008	2.55048e-009	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	-6.37039e-010	-1.68283e-008	-1.46639e-007	-5.11418e-007	-9.19562e-007	9.19562e-007	5.11418e-007	1.46639e-007	1.68283e-008	6.37039e-010	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	-1.59115e-010	-5.15908e-009	-5.9485e-008	-2.99913e-007	-7.20944e-007	-1.19853e-006	1.19853e-006	7.20944e-007	2.99913e-007	5.9485e-008	5.15908e-009	1.59115e-010	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	-3.97424e-011	-1.52734e-009	-2.20014e-008	-1.48625e-007	-4.98297e-007	-9.44596e-007	-1.57407e-006	1.57407e-006	9.44596e-007	4.98297e-007	1.48625e-007	2.20014e-008	1.52734e-009	3.97424e-011	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	-9.92656e-012	-4.41119e-010	-7.63785e-009	-6.53569e-008	-2.93476e-007	-7.20816e-007	-1.214e-006	-2.06993e-006	2.06993e-006	1.214e-006	7.20816e-007	2.93476e-007	6.53569e-008	7.63785e-009	4.41119e-010	9.92656e-012	0	0	0	0	0	0	0	
0	0	0	0	0	0	-2.47938e-012	-1.25074e-010	-2.53234e-009	-2.63674e-008	-1.51274e-007	-4.88087e-007	-9.59781e-007	-1.57401e-006	-2.70697e-006	2.70697e-006	1.57401e-006	9.59781e-007	4.88087e-007	1.51274e-007	2.63674e-008	2.53234e-009	1.25074e-010	2.47938e-012	0	0	0	0	0	0	
0	0	0	0	0	-6.19281e-013	-3.49602e-011	-8.10869e-010	-9.97564e-009	-7.03418e-008	-2.90119e-007	-7.16387e-007	-1.23435e-006	-2.06358e-006	-3.51257e-006	3.51257e-006	2.06358e-006	1.23435e-006	7.16387e-007	2.90119e-007	7.03418e-008	9.97564e-009	8.10869e-010	3.49602e-011	6.19281e-013	0	0	0	0	0	
0	0	0	0	-1.54679e-013	-9.66128e-012	-2.52664e-010	-3.59197e-009	-3.02076e-008	-1.54133e-007	-4.8054e-007	-9.6759e-007	-1.58666e-006	-2.70795e-006	-4.52758e-006	4.52758e-006	2.70795e-006	1.58666e-006	9.6759e-007	4.8054e-007	1.54133e-007	3.02076e-008	3.59197e-009	2.52664e-010	9.66128e-012	1.54679e-013	0	0	0	0	
0	0	0	-3.86346e-014	-2.64521e-012	-7.70242e-011	-1.24374e-009	-1.21869e-008	-7.47448e-008	-2.88498e-007	-7.11085e-007	-1.25177e-006	-2.06442e-006	-3.52675e-006	-5.80709e-006	5.80709e-006	3.52675e-006	2.06442e-006	1.25177e-006	7.11085e-007	2.88498e-007	7.47448e-008	1.21869e-008	1.24374e-009	7.70242e-011	2.64521e-012	3.86346e-014	0	0	0	
0	0	-9.64985e-015	-7.1867e-013	-2.30625e-011	-4.17222e-010	-4.67669e-009	-3.36737e-008	-1.57046e-007	-4.75024e-007	-9.71127e-007	-1.60388e-006	-2.70445e-006	-4.54986e-006	-7.41699e-006	7.41699e-006	4.54986e-006	2.70445e-006	1.60388e-006	9.71127e-007	4.75024e-007	1.57046e-007	3.36737e-008	4.67669e-009	4.17222e-010	2.30625e-011	7.1867e-013	9.64985e-015	0	0	
0	-2.41027e-015	-1.93983e-013	-6.80248e-012	-1.36349e-010	-1.72287e-009	-1.42884e-008	-7.8733e-008	-2.87955e-007	-7.06041e-007	-1.2653e-006	-2.07283e-006	-3.53051e-006	-5.82816e-006	-9.43112e-006	9.43112e-006	5.82816e-006	3.53051e-006	2.07283e-006	1.2653e-006	7.06041e-007	2.87955e-007	7.8733e-008	1.42884e-008	1.72287e-009	1.36349e-010	6.80248e-012	1.93983e-013	2.41027e-015	0	
-6.02018e-016	-5.20681e-014	-1.98109e-012	-4.35928e-011	-6.13547e-010	-5.77077e-009	-3.68581e-008	-1.59954e-007	-4.71032e-007	-9.72319e-007	-1.62148e-006	-2.70418e-006	-4.56638e-006	-7.4325e-006	-1.19325e-005	1.19325e-005	7.4325e-006	4.56638e-006	2.70418e-006	1.62148e-006	9.72319e-007	4.71032e-007	1.59954e-007	3.68581e-008	5.77077e-009	6.13547e-010	4.35928e-011	1.98109e-012	5.20681e-014	6.02018e-016	
-1.39085e-014	-5.70687e-013	-1.36798e-011	-2.12349e-010	-2.23652e-009	-1.62953e-008	-8.24088e-008	-2.88127e-007	-7.01618e-007	-1.27553e-006	-2.08595e-006	-3.53022e-006	-5.853e-006	-9.44494e-006	-1.50182e-005	1.50182e-005	9.44494e-006	5.853e-006	3.53022e-006	2.08595e-006	1.27553e-006	7.01618e-007	2.88127e-007	8.24088e-008	1.62953e-008	2.23652e-009	2.12349e-010	1.36798e-011	5.70687e-013	1.39085e-014	
-1.62809e-013	-4.22454e-012	-7.17262e-011	-8.37063e-010	-6.86539e-009	-3.98216e-008	-1.62829e-007	-4.68197e-007	-9.72273e-007	-1.63782e-006	-2.70874e-006	-4.5757e-006	-7.45662e-006	-1.19522e-005	-1.88038e-005	1.88038e-005	1.19522e-005	7.45662e-006	4.5757e-006	2.70874e-006	1.63782e-006	9.72273e-007	4.68197e-007	1.62829e-007	3.98216e-008	6.86539e-009	8.37063e-010	7.17262e-011	4.22454e-012	1.62809e-013	
-1.28555e-012	-2.37239e-011	-3.04073e-010	-2.77633e-009	-1.82201e-008	-8.58403e-008	-2.88798e-007	-6.97898e-007	-1.28326e-006	-2.10136e-006	-3.53035e-006	-5.87443e-006	-9.46355e-006	-1.5048e-005	-2.3426e-005	2.3426e-005	1.5048e-005	9.46355e-006	5.87443e-006	3.53035e-006	2.10136e-006	1.28326e-006	6.97898e-007	2.88798e-007	8.58403e-008	1.82201e-008	2.77633e-009	3.04073e-010	2.37239e-011	1.28555e-012	
-7.69169e-012	-1.07642e-010	-1.0839e-009	-7.95552e-009	-4.26071e-008	-1.65662e-007	-4.66255e-007	-9.71625e-007	-1.65238e-006	-2.71748e-006	-4.58053e-006	-7.48414e-006	-1.19689e-005	-1.88415e-005	-2.9042e-005	2.9042e-005	1.88415e-005	1.19689e-005	7.48414e-006	4.58053e-006	2.71748e-006	1.65238e-006	9.71625e-007	4.66255e-007	1.65662e-007	4.26071e-008	7.95552e-009	1.0839e-009	1.07642e-010	7.69169e-012	
